observed_on,scientific_name,common_name,taxon_order_name,taxon_family_name
8/16/2021,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
8/17/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/17/2021,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
8/17/2021,Sympetrum semicinctum,Band-winged Meadowhawk,Odonata,Libellulidae
8/18/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
8/18/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/18/2021,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
8/18/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/18/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
8/18/2021,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
8/18/2021,Parnassius behrii,Sierra Nevada Parnassian,Lepidoptera,Papilionidae
8/19/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/20/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/20/2021,Lestes dryas,Emerald Spreadwing,Odonata,Lestidae
8/21/2021,Hylephila phyleus,Fiery Skipper,Lepidoptera,Hesperiidae
8/22/2021,Hemipenthes sinuosa,Sinuous Bee Fly,Diptera,Bombyliidae
8/22/2021,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
8/23/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/24/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/25/2021,Camnula pellucida,Clear-winged Grasshopper,Orthoptera,Acrididae
8/25/2021,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
8/25/2021,Pseudochorthippus curtipennis,Marsh meadow grasshopper,Orthoptera,Acrididae
8/25/2021,Camnula pellucida,Clear-winged Grasshopper,Orthoptera,Acrididae
8/26/2021,Anax junius,Common Green Darner,Odonata,Aeshnidae
8/27/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
8/28/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/28/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
8/29/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
8/29/2021,Aeshna interrupta,Variable Darner,Odonata,Aeshnidae
8/29/2021,Aeshna palmata,Paddle-tailed Darner,Odonata,Aeshnidae
8/31/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/31/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/1/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/1/2021,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
9/1/2021,Libellula pulchella,Twelve-spotted Skimmer,Odonata,Libellulidae
9/1/2021,Argia emma,Emma's Dancer,Odonata,Coenagrionidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/1/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/2/2021,Lygaeus kalmii,Small Milkweed Bug,Hemiptera,Lygaeidae
9/3/2021,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
9/3/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/4/2021,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
9/4/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/4/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/4/2021,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
9/5/2021,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/5/2021,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
9/6/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
9/8/2021,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
9/8/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
9/8/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/8/2021,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/8/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/12/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
9/13/2021,Vespula alascensis,Alaska Yellowjacket,Hymenoptera,Vespidae
9/14/2021,Notonecta kirbyi,Kirby's Backswimmer,Hemiptera,Notonectidae
9/14/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
9/14/2021,Aeshna interrupta,Variable Darner,Odonata,Aeshnidae
9/14/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/16/2021,Colias eurytheme,Orange Sulphur,Lepidoptera,Pieridae
9/17/2021,Leptoglossus occidentalis,Western Conifer Seed Bug,Hemiptera,Coreidae
9/19/2021,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
9/19/2021,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
9/19/2021,Aeshna palmata,Paddle-tailed Darner,Odonata,Aeshnidae
9/20/2021,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
9/20/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
9/20/2021,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
9/20/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/20/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/20/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
9/26/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/26/2021,Archilestes grandis,Great Spreadwing,Odonata,Lestidae
9/27/2021,Acronicta lepusculina,Cottonwood Dagger,Lepidoptera,Noctuidae
9/27/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/28/2021,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
9/28/2021,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
9/29/2021,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
9/29/2021,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/3/2021,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
10/4/2021,Heliopetes ericetorum,Northern White-Skipper,Lepidoptera,Hesperiidae
10/6/2021,Pyrrharctia isabella,Isabella Tiger Moth,Lepidoptera,Erebidae
10/6/2021,Leptoglossus occidentalis,Western Conifer Seed Bug,Hemiptera,Coreidae
10/6/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/7/2021,Leptoglossus occidentalis,Western Conifer Seed Bug,Hemiptera,Coreidae
10/12/2021,Sympetrum corruptum,Variegated Meadowhawk,Odonata,Libellulidae
10/16/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/19/2021,Camponotus laevigatus,Hairless Smooth Carpenter Ant,Hymenoptera,Formicidae
10/20/2021,Andricus vacciniifoliae,Golden Oak Apple Gall Wasp,Hymenoptera,Cynipidae
10/21/2021,Asemosyrphus polygrammus,Common Sickleleg,Diptera,Syrphidae
10/21/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
10/21/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
10/21/2021,Agabus,,Coleoptera,Dytiscidae
10/21/2021,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
10/21/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/21/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/21/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/21/2021,Polistes aurifer,Golden Paper Wasp,Hymenoptera,Vespidae
10/28/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/30/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
10/31/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/31/2021,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
10/31/2021,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
11/3/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
11/4/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/13/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/13/2021,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
11/13/2021,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
11/13/2021,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
11/13/2021,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
11/13/2021,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
11/13/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/14/2021,Stagmomantis limbata,Arizona Mantis,Mantodea,Mantidae
11/22/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/30/2021,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
1/16/2022,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
2/12/2022,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
2/12/2022,Heteroecus pacificus,Beaked Spindle Gall Wasp,Hymenoptera,Cynipidae
2/13/2022,Andricus vacciniifoliae,Golden Oak Apple Gall Wasp,Hymenoptera,Cynipidae
2/18/2022,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
2/19/2022,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
3/8/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
3/12/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
3/15/2022,Orohermes crepusculus,,Megaloptera,Corydalidae
3/20/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
3/26/2022,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
3/29/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/1/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/1/2022,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
4/2/2022,Polygonia faunus,Green Comma,Lepidoptera,Nymphalidae
4/5/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/5/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/5/2022,Annaphila decia,,Lepidoptera,Noctuidae
4/7/2022,Vespula pensylvanica,Western Yellowjacket,Hymenoptera,Vespidae
4/7/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/8/2022,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
4/9/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/9/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/9/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
4/9/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/9/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/10/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/10/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/10/2022,Formica subpolita,,Hymenoptera,Formicidae
4/10/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/10/2022,Liometopum luctuosum,,Hymenoptera,Formicidae
4/10/2022,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae
4/10/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/10/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/10/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/10/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/10/2022,Aphaenogaster occidentalis,Western Collared Ant,Hymenoptera,Formicidae
4/10/2022,Psydrus piceus,,Coleoptera,Carabidae
4/10/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/10/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/10/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/10/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/10/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
4/10/2022,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae
4/10/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/10/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/10/2022,Manica bradleyi,Bradley's Manic Ant,Hymenoptera,Formicidae
4/10/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/15/2022,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
4/15/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
4/17/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/17/2022,Annaphila decia,,Lepidoptera,Noctuidae
4/17/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/20/2022,Pieris marginalis,Margined White,Lepidoptera,Pieridae
4/20/2022,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
4/20/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/23/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/24/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/25/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/25/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
4/25/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/25/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
4/25/2022,Acmaeodera hepburnii,,Coleoptera,Buprestidae
4/25/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
4/25/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/26/2022,Bombus melanopygus,Black-tailed Bumble Bee,Hymenoptera,Apidae
4/26/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/26/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
4/28/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/30/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/1/2022,Pieris marginalis,Margined White,Lepidoptera,Pieridae
5/1/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/3/2022,Annaphila diva,White Annaphila,Lepidoptera,Noctuidae
5/4/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/4/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
5/4/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/5/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
5/6/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
5/11/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/14/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/14/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/15/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
5/15/2022,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/15/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
5/15/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/15/2022,Hesperia juba,Juba Skipper,Lepidoptera,Hesperiidae
5/15/2022,Largus californicus,California Bordered Plant Bug,Hemiptera,Largidae
5/15/2022,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
5/16/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
5/16/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/16/2022,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
5/16/2022,Glaucopsyche lygdamus,Silvery Blue,Lepidoptera,Lycaenidae
5/17/2022,Plathemis lydia,Common Whitetail,Odonata,Libellulidae
5/17/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
5/17/2022,Zootermopsis nevadensis,Nevada Dampwood Termite,Blattodea,Archotermopsidae
5/17/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
5/18/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/18/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/18/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/18/2022,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/18/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/18/2022,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
5/19/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/19/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
5/19/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/19/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/20/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/20/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/20/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/20/2022,Anthocharis sara,Sara Orangetip,Lepidoptera,Pieridae
5/20/2022,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
5/20/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/21/2022,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
5/22/2022,Acilius abbreviatus,Abbreviated Predaceous Diving Beetle,Coleoptera,Dytiscidae
5/23/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/23/2022,Camponotus vicinus,Bicolored Carpenter Ant,Hymenoptera,Formicidae
5/24/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/24/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
5/24/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
5/24/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/25/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/25/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/25/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/25/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/26/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/27/2022,Zootermopsis nevadensis,Nevada Dampwood Termite,Blattodea,Archotermopsidae
5/27/2022,Tapinoma sessile,Odorous House Ant,Hymenoptera,Formicidae
5/28/2022,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
5/28/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/28/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
5/28/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
5/28/2022,Alypia langtoni,Langton's Forester,Lepidoptera,Noctuidae
5/28/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/28/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/28/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/28/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/28/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/28/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
5/28/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/28/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
5/29/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/29/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/29/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/29/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/29/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/30/2022,Icaricia icarioides,Boisduval's Blue,Lepidoptera,Lycaenidae
5/30/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
5/30/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/31/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
5/31/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/31/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
5/31/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/1/2022,Papilio indra,Indra Swallowtail,Lepidoptera,Papilionidae
6/1/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/2/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/2/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/2/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/2/2022,Anthophora urbana,Urbane Digger Bee,Hymenoptera,Apidae
6/2/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/3/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/3/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/3/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/3/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/4/2022,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
6/4/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/4/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/4/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
6/4/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/5/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/6/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/6/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
6/6/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/6/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/7/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/7/2022,Synaphaeta guexi,Spotted Tree Borer,Coleoptera,Cerambycidae
6/8/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
6/8/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/8/2022,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/8/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/8/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/8/2022,Synaphaeta guexi,Spotted Tree Borer,Coleoptera,Cerambycidae
6/8/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
6/8/2022,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
6/8/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/8/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/8/2022,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
6/9/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/9/2022,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
6/9/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/9/2022,Aphorista laeta,Black-backed Handsome Fungus Beetle,Coleoptera,Endomychidae
6/9/2022,Camponotus laevigatus,Hairless Smooth Carpenter Ant,Hymenoptera,Formicidae
6/9/2022,Prenolepis imparis,American Winter Ant,Hymenoptera,Formicidae
6/9/2022,Pterotus obscuripennis,Douglas fir glow-worm,Coleoptera,Lampyridae
6/9/2022,Odonteus obesus,Stout Earth-boring Scarab Beetle,Coleoptera,Geotrupidae
6/9/2022,Odonteus obesus,Stout Earth-boring Scarab Beetle,Coleoptera,Geotrupidae
6/9/2022,Odonteus obesus,Stout Earth-boring Scarab Beetle,Coleoptera,Geotrupidae
6/9/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/9/2022,Notonecta kirbyi,Kirby's Backswimmer,Hemiptera,Notonectidae
6/10/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/10/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
6/10/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/10/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/10/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
6/10/2022,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
6/10/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/10/2022,Pontia protodice,Checkered White,Lepidoptera,Pieridae
6/10/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/10/2022,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
